"","province","location","year","latinName","commonName","counts","catched","adult","pulli","not_catched"
"2168","Oost-Vlaanderen","Assenede",2011,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2169","Oost-Vlaanderen","Assenede",2011,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2170","Oost-Vlaanderen","Assenede",2011,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2171","Oost-Vlaanderen","Assenede",2011,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2172","Oost-Vlaanderen","Assenede",2011,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2173","Oost-Vlaanderen","Assenede",2011,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"2174","Oost-Vlaanderen","Assenede",2011,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2175","Oost-Vlaanderen","Assenede",2011,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2176","Oost-Vlaanderen","Assenede",2011,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2177","Oost-Vlaanderen","Assenede",2012,"Alopochen aegyptiacus","Nijlgans",2,NA,NA,NA,NA
"2178","Oost-Vlaanderen","Assenede",2012,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2179","Oost-Vlaanderen","Assenede",2012,"Anser anser","Grauwe gans",40,NA,NA,NA,NA
"2180","Oost-Vlaanderen","Assenede",2012,"Anser anser forma domesticus","Soepgans",4,NA,NA,NA,NA
"2181","Oost-Vlaanderen","Assenede",2012,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2182","Oost-Vlaanderen","Assenede",2012,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2183","Oost-Vlaanderen","Assenede",2012,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2184","Oost-Vlaanderen","Assenede",2012,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2185","Oost-Vlaanderen","Assenede",2012,"Branta canadensis","Canadese gans",11,NA,NA,NA,NA
"2186","Oost-Vlaanderen","Assenede",2012,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2187","Oost-Vlaanderen","Assenede",2012,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2188","Oost-Vlaanderen","Assenede",2012,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2189","Oost-Vlaanderen","Assenede",2013,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"2190","Oost-Vlaanderen","Assenede",2013,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2191","Oost-Vlaanderen","Assenede",2013,"Anser anser","Grauwe gans",17,NA,NA,NA,NA
"2192","Oost-Vlaanderen","Assenede",2013,"Anser anser forma domesticus","Soepgans",3,NA,NA,NA,NA
"2193","Oost-Vlaanderen","Assenede",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2194","Oost-Vlaanderen","Assenede",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2195","Oost-Vlaanderen","Assenede",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2196","Oost-Vlaanderen","Assenede",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2197","Oost-Vlaanderen","Assenede",2013,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"2198","Oost-Vlaanderen","Assenede",2013,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2199","Oost-Vlaanderen","Assenede",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2200","Oost-Vlaanderen","Assenede",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2201","Oost-Vlaanderen","Assenede",2014,"Alopochen aegyptiacus","Nijlgans",6,NA,NA,NA,NA
"2202","Oost-Vlaanderen","Assenede",2014,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2203","Oost-Vlaanderen","Assenede",2014,"Anser anser","Grauwe gans",71,NA,NA,NA,NA
"2204","Oost-Vlaanderen","Assenede",2014,"Anser anser forma domesticus","Soepgans",5,NA,NA,NA,NA
"2205","Oost-Vlaanderen","Assenede",2014,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2206","Oost-Vlaanderen","Assenede",2014,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2207","Oost-Vlaanderen","Assenede",2014,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2208","Oost-Vlaanderen","Assenede",2014,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2209","Oost-Vlaanderen","Assenede",2014,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"2210","Oost-Vlaanderen","Assenede",2014,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2211","Oost-Vlaanderen","Assenede",2014,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2212","Oost-Vlaanderen","Assenede",2014,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2213","Oost-Vlaanderen","Assenede",2015,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"2214","Oost-Vlaanderen","Assenede",2015,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2215","Oost-Vlaanderen","Assenede",2015,"Anser anser","Grauwe gans",103,NA,NA,NA,NA
"2216","Oost-Vlaanderen","Assenede",2015,"Anser anser forma domesticus","Soepgans",4,NA,NA,NA,NA
"2217","Oost-Vlaanderen","Assenede",2015,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2218","Oost-Vlaanderen","Assenede",2015,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2219","Oost-Vlaanderen","Assenede",2015,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2220","Oost-Vlaanderen","Assenede",2015,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2221","Oost-Vlaanderen","Assenede",2015,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"2222","Oost-Vlaanderen","Assenede",2015,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2223","Oost-Vlaanderen","Assenede",2015,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2224","Oost-Vlaanderen","Assenede",2015,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2225","Oost-Vlaanderen","Assenede",2016,"Alopochen aegyptiacus","Nijlgans",4,NA,NA,NA,NA
"2226","Oost-Vlaanderen","Assenede",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2227","Oost-Vlaanderen","Assenede",2016,"Anser anser","Grauwe gans",12,NA,NA,NA,NA
"2228","Oost-Vlaanderen","Assenede",2016,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2229","Oost-Vlaanderen","Assenede",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2230","Oost-Vlaanderen","Assenede",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2231","Oost-Vlaanderen","Assenede",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2232","Oost-Vlaanderen","Assenede",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2233","Oost-Vlaanderen","Assenede",2016,"Branta canadensis","Canadese gans",2,NA,NA,NA,NA
"2234","Oost-Vlaanderen","Assenede",2016,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2235","Oost-Vlaanderen","Assenede",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2236","Oost-Vlaanderen","Assenede",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2237","Oost-Vlaanderen","Assenede",2017,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"2238","Oost-Vlaanderen","Assenede",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2239","Oost-Vlaanderen","Assenede",2017,"Anser anser","Grauwe gans",72,NA,NA,NA,NA
"2240","Oost-Vlaanderen","Assenede",2017,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2241","Oost-Vlaanderen","Assenede",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2242","Oost-Vlaanderen","Assenede",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2243","Oost-Vlaanderen","Assenede",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2244","Oost-Vlaanderen","Assenede",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2245","Oost-Vlaanderen","Assenede",2017,"Branta canadensis","Canadese gans",1,NA,NA,NA,NA
"2246","Oost-Vlaanderen","Assenede",2017,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2247","Oost-Vlaanderen","Assenede",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2248","Oost-Vlaanderen","Assenede",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2249","Oost-Vlaanderen","Assenede",2018,"Alopochen aegyptiacus","Nijlgans",3,NA,NA,NA,NA
"2250","Oost-Vlaanderen","Assenede",2018,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2251","Oost-Vlaanderen","Assenede",2018,"Anser anser","Grauwe gans",48,NA,NA,NA,NA
"2252","Oost-Vlaanderen","Assenede",2018,"Anser anser forma domesticus","Soepgans",1,NA,NA,NA,NA
"2253","Oost-Vlaanderen","Assenede",2018,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2254","Oost-Vlaanderen","Assenede",2018,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2255","Oost-Vlaanderen","Assenede",2018,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2256","Oost-Vlaanderen","Assenede",2018,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2257","Oost-Vlaanderen","Assenede",2018,"Branta canadensis","Canadese gans",9,NA,NA,NA,NA
"2258","Oost-Vlaanderen","Assenede",2018,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2259","Oost-Vlaanderen","Assenede",2018,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2260","Oost-Vlaanderen","Assenede",2018,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2261","Oost-Vlaanderen","Berlare",2010,"Alopochen aegyptiacus","Nijlgans",43,0,0,0,0
"2262","Oost-Vlaanderen","Berlare",2010,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2263","Oost-Vlaanderen","Berlare",2010,"Anser anser","Grauwe gans",0,0,0,0,0
"2264","Oost-Vlaanderen","Berlare",2010,"Anser anser forma domesticus","Soepgans",0,28,28,0,0
"2265","Oost-Vlaanderen","Berlare",2010,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2266","Oost-Vlaanderen","Berlare",2010,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2267","Oost-Vlaanderen","Berlare",2010,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2268","Oost-Vlaanderen","Berlare",2010,"Anser indicus","Indische gans",0,0,0,0,0
"2269","Oost-Vlaanderen","Berlare",2010,"Branta canadensis","Canadese gans",39,97,66,31,0
"2270","Oost-Vlaanderen","Berlare",2010,"Branta leucopsis","Brandgans",19,0,0,0,0
"2271","Oost-Vlaanderen","Berlare",2010,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2272","Oost-Vlaanderen","Berlare",2010,"Chloephaga picta","Magelhaengans",2,0,0,0,0
"2273","Oost-Vlaanderen","Berlare",2011,"Alopochen aegyptiacus","Nijlgans",34,0,0,0,0
"2274","Oost-Vlaanderen","Berlare",2011,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2275","Oost-Vlaanderen","Berlare",2011,"Anser anser","Grauwe gans",0,0,0,0,0
"2276","Oost-Vlaanderen","Berlare",2011,"Anser anser forma domesticus","Soepgans",0,0,0,0,0
"2277","Oost-Vlaanderen","Berlare",2011,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2278","Oost-Vlaanderen","Berlare",2011,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2279","Oost-Vlaanderen","Berlare",2011,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2280","Oost-Vlaanderen","Berlare",2011,"Anser indicus","Indische gans",0,0,0,0,0
"2281","Oost-Vlaanderen","Berlare",2011,"Branta canadensis","Canadese gans",0,36,15,21,1
"2282","Oost-Vlaanderen","Berlare",2011,"Branta leucopsis","Brandgans",0,0,0,0,0
"2283","Oost-Vlaanderen","Berlare",2011,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2284","Oost-Vlaanderen","Berlare",2011,"Chloephaga picta","Magelhaengans",0,0,0,0,0
"2285","Oost-Vlaanderen","Berlare",2012,"Alopochen aegyptiacus","Nijlgans",37,0,0,0,16
"2286","Oost-Vlaanderen","Berlare",2012,"Anser albifrons","Kolgans",0,0,0,0,0
"2287","Oost-Vlaanderen","Berlare",2012,"Anser anser","Grauwe gans",0,0,0,0,0
"2288","Oost-Vlaanderen","Berlare",2012,"Anser anser forma domesticus","Soepgans",0,0,0,0,0
"2289","Oost-Vlaanderen","Berlare",2012,"Anser brachyrhynchus","Kleine rietgans",0,0,0,0,0
"2290","Oost-Vlaanderen","Berlare",2012,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2291","Oost-Vlaanderen","Berlare",2012,"Anser erythropus","Dwerggans",0,0,0,0,0
"2292","Oost-Vlaanderen","Berlare",2012,"Anser indicus","Indische gans",0,0,0,0,0
"2293","Oost-Vlaanderen","Berlare",2012,"Branta canadensis","Canadese gans",4,NA,NA,NA,NA
"2294","Oost-Vlaanderen","Berlare",2012,"Branta leucopsis","Brandgans",0,0,0,0,0
"2295","Oost-Vlaanderen","Berlare",2012,"Branta ruficollis","Roodhalsgans",0,0,0,0,0
"2296","Oost-Vlaanderen","Berlare",2012,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2297","Oost-Vlaanderen","Berlare",2013,"Alopochen aegyptiacus","Nijlgans",20,NA,NA,NA,NA
"2298","Oost-Vlaanderen","Berlare",2013,"Anser albifrons","Kolgans",0,0,0,0,1
"2299","Oost-Vlaanderen","Berlare",2013,"Anser anser","Grauwe gans",34,NA,NA,NA,NA
"2300","Oost-Vlaanderen","Berlare",2013,"Anser anser forma domesticus","Soepgans",5,NA,NA,NA,NA
"2301","Oost-Vlaanderen","Berlare",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2302","Oost-Vlaanderen","Berlare",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2303","Oost-Vlaanderen","Berlare",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2304","Oost-Vlaanderen","Berlare",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2305","Oost-Vlaanderen","Berlare",2013,"Branta canadensis","Canadese gans",1,69,49,20,0
"2306","Oost-Vlaanderen","Berlare",2013,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2307","Oost-Vlaanderen","Berlare",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2308","Oost-Vlaanderen","Berlare",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2309","Oost-Vlaanderen","Berlare",2014,"Alopochen aegyptiacus","Nijlgans",22,NA,NA,NA,NA
"2310","Oost-Vlaanderen","Berlare",2014,"Anser albifrons","Kolgans",0,1,1,0,0
"2311","Oost-Vlaanderen","Berlare",2014,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"2312","Oost-Vlaanderen","Berlare",2014,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2313","Oost-Vlaanderen","Berlare",2014,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2314","Oost-Vlaanderen","Berlare",2014,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2315","Oost-Vlaanderen","Berlare",2014,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2316","Oost-Vlaanderen","Berlare",2014,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2317","Oost-Vlaanderen","Berlare",2014,"Branta canadensis","Canadese gans",9,27,7,20,0
"2318","Oost-Vlaanderen","Berlare",2014,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2319","Oost-Vlaanderen","Berlare",2014,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2320","Oost-Vlaanderen","Berlare",2014,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2321","Oost-Vlaanderen","Berlare",2015,"Alopochen aegyptiacus","Nijlgans",71,NA,NA,NA,NA
"2322","Oost-Vlaanderen","Berlare",2015,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2323","Oost-Vlaanderen","Berlare",2015,"Anser anser","Grauwe gans",43,NA,NA,NA,NA
"2324","Oost-Vlaanderen","Berlare",2015,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2325","Oost-Vlaanderen","Berlare",2015,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2326","Oost-Vlaanderen","Berlare",2015,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2327","Oost-Vlaanderen","Berlare",2015,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2328","Oost-Vlaanderen","Berlare",2015,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2329","Oost-Vlaanderen","Berlare",2015,"Branta canadensis","Canadese gans",4,NA,NA,NA,NA
"2330","Oost-Vlaanderen","Berlare",2015,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"2331","Oost-Vlaanderen","Berlare",2015,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2332","Oost-Vlaanderen","Berlare",2015,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2333","Oost-Vlaanderen","Berlare",2016,"Alopochen aegyptiacus","Nijlgans",39,NA,NA,NA,NA
"2334","Oost-Vlaanderen","Berlare",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2335","Oost-Vlaanderen","Berlare",2016,"Anser anser","Grauwe gans",8,NA,NA,NA,NA
"2336","Oost-Vlaanderen","Berlare",2016,"Anser anser forma domesticus","Soepgans",2,NA,NA,NA,NA
"2337","Oost-Vlaanderen","Berlare",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2338","Oost-Vlaanderen","Berlare",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2339","Oost-Vlaanderen","Berlare",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2340","Oost-Vlaanderen","Berlare",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2341","Oost-Vlaanderen","Berlare",2016,"Branta canadensis","Canadese gans",83,63,15,48,0
"2342","Oost-Vlaanderen","Berlare",2016,"Branta leucopsis","Brandgans",34,NA,NA,NA,NA
"2343","Oost-Vlaanderen","Berlare",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2344","Oost-Vlaanderen","Berlare",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2345","Oost-Vlaanderen","Berlare",2017,"Alopochen aegyptiacus","Nijlgans",65,NA,NA,NA,NA
"2346","Oost-Vlaanderen","Berlare",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2347","Oost-Vlaanderen","Berlare",2017,"Anser anser","Grauwe gans",5,3,0,3,0
"2348","Oost-Vlaanderen","Berlare",2017,"Anser anser forma domesticus","Soepgans",2,NA,NA,NA,NA
"2349","Oost-Vlaanderen","Berlare",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2350","Oost-Vlaanderen","Berlare",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2351","Oost-Vlaanderen","Berlare",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2352","Oost-Vlaanderen","Berlare",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2353","Oost-Vlaanderen","Berlare",2017,"Branta canadensis","Canadese gans",46,52,24,28,0
"2354","Oost-Vlaanderen","Berlare",2017,"Branta leucopsis","Brandgans",53,NA,NA,NA,NA
"2355","Oost-Vlaanderen","Berlare",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2356","Oost-Vlaanderen","Berlare",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2357","Oost-Vlaanderen","Berlare",2018,"Alopochen aegyptiacus","Nijlgans",55,NA,NA,NA,NA
"2358","Oost-Vlaanderen","Berlare",2018,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2359","Oost-Vlaanderen","Berlare",2018,"Anser anser","Grauwe gans",2,4,0,4,0
"2360","Oost-Vlaanderen","Berlare",2018,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"2361","Oost-Vlaanderen","Berlare",2018,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2362","Oost-Vlaanderen","Berlare",2018,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2363","Oost-Vlaanderen","Berlare",2018,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2364","Oost-Vlaanderen","Berlare",2018,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"2365","Oost-Vlaanderen","Berlare",2018,"Branta canadensis","Canadese gans",18,14,8,6,13
"2366","Oost-Vlaanderen","Berlare",2018,"Branta leucopsis","Brandgans",4,36,16,20,0
"2367","Oost-Vlaanderen","Berlare",2018,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2368","Oost-Vlaanderen","Berlare",2018,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2369","Oost-Vlaanderen","Beveren",2010,"Alopochen aegyptiacus","Nijlgans",98,0,0,0,0
"2370","Oost-Vlaanderen","Beveren",2010,"Anser albifrons","Kolgans",1,NA,NA,NA,NA
"2371","Oost-Vlaanderen","Beveren",2010,"Anser anser","Grauwe gans",2016,0,0,0,0
"2372","Oost-Vlaanderen","Beveren",2010,"Anser anser forma domesticus","Soepgans",13,11,11,0,0
"2373","Oost-Vlaanderen","Beveren",2010,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2374","Oost-Vlaanderen","Beveren",2010,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2375","Oost-Vlaanderen","Beveren",2010,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2376","Oost-Vlaanderen","Beveren",2010,"Anser indicus","Indische gans",0,1,1,0,0
"2377","Oost-Vlaanderen","Beveren",2010,"Branta canadensis","Canadese gans",593,446,358,88,0
"2378","Oost-Vlaanderen","Beveren",2010,"Branta leucopsis","Brandgans",8,0,0,0,0
"2379","Oost-Vlaanderen","Beveren",2010,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2380","Oost-Vlaanderen","Beveren",2010,"Chloephaga picta","Magelhaengans",0,0,0,0,0
"2381","Oost-Vlaanderen","Beveren",2011,"Alopochen aegyptiacus","Nijlgans",113,0,0,0,0
"2382","Oost-Vlaanderen","Beveren",2011,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2383","Oost-Vlaanderen","Beveren",2011,"Anser anser","Grauwe gans",1489,2,2,0,0
"2384","Oost-Vlaanderen","Beveren",2011,"Anser anser forma domesticus","Soepgans",33,4,4,0,0
"2385","Oost-Vlaanderen","Beveren",2011,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2386","Oost-Vlaanderen","Beveren",2011,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2387","Oost-Vlaanderen","Beveren",2011,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2388","Oost-Vlaanderen","Beveren",2011,"Anser indicus","Indische gans",0,0,0,0,0
"2389","Oost-Vlaanderen","Beveren",2011,"Branta canadensis","Canadese gans",464,299,277,22,69
"2390","Oost-Vlaanderen","Beveren",2011,"Branta leucopsis","Brandgans",7,0,0,0,0
"2391","Oost-Vlaanderen","Beveren",2011,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2392","Oost-Vlaanderen","Beveren",2011,"Chloephaga picta","Magelhaengans",0,0,0,0,0
"2393","Oost-Vlaanderen","Beveren",2012,"Alopochen aegyptiacus","Nijlgans",79,0,0,0,0
"2394","Oost-Vlaanderen","Beveren",2012,"Anser albifrons","Kolgans",0,0,0,0,0
"2395","Oost-Vlaanderen","Beveren",2012,"Anser anser","Grauwe gans",1169,0,0,0,0
"2396","Oost-Vlaanderen","Beveren",2012,"Anser anser forma domesticus","Soepgans",20,24,24,0,14
"2397","Oost-Vlaanderen","Beveren",2012,"Anser brachyrhynchus","Kleine rietgans",0,0,0,0,0
"2398","Oost-Vlaanderen","Beveren",2012,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"2399","Oost-Vlaanderen","Beveren",2012,"Anser erythropus","Dwerggans",0,0,0,0,0
"2400","Oost-Vlaanderen","Beveren",2012,"Anser indicus","Indische gans",0,0,0,0,0
"2401","Oost-Vlaanderen","Beveren",2012,"Branta canadensis","Canadese gans",405,327,305,22,21
"2402","Oost-Vlaanderen","Beveren",2012,"Branta leucopsis","Brandgans",4,42,29,13,0
"2403","Oost-Vlaanderen","Beveren",2012,"Branta ruficollis","Roodhalsgans",0,0,0,0,0
"2404","Oost-Vlaanderen","Beveren",2012,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2405","Oost-Vlaanderen","Beveren",2013,"Alopochen aegyptiacus","Nijlgans",119,NA,NA,NA,NA
"2406","Oost-Vlaanderen","Beveren",2013,"Anser albifrons","Kolgans",1,NA,NA,NA,NA
"2407","Oost-Vlaanderen","Beveren",2013,"Anser anser","Grauwe gans",1291,71,24,47,0
"2408","Oost-Vlaanderen","Beveren",2013,"Anser anser forma domesticus","Soepgans",1,29,11,18,0
"2409","Oost-Vlaanderen","Beveren",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2410","Oost-Vlaanderen","Beveren",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"2411","Oost-Vlaanderen","Beveren",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"2412","Oost-Vlaanderen","Beveren",2013,"Anser indicus","Indische gans",1,NA,NA,NA,NA
"2413","Oost-Vlaanderen","Beveren",2013,"Branta canadensis","Canadese gans",506,151,94,57,0
"2414","Oost-Vlaanderen","Beveren",2013,"Branta leucopsis","Brandgans",0,35,14,21,0
"2415","Oost-Vlaanderen","Beveren",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"2416","Oost-Vlaanderen","Beveren",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"2417","Oost-Vlaanderen","Beveren",2014,"Alopochen aegyptiacus","Nijlgans",153,NA,NA,NA,NA
"2418","Oost-Vlaanderen","Beveren",2014,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"2419","Oost-Vlaanderen","Beveren",2014,"Anser anser","Grauwe gans",1788,161,123,38,254
"2420","Oost-Vlaanderen","Beveren",2014,"Anser anser forma domesticus","Soepgans",5,9,9,0,0
"2421","Oost-Vlaanderen","Beveren",2014,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"2422","Oost-Vlaanderen","Beveren",2014,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
